Cruise,Day,Time,TimeStamp,Conductivity,Density [kg/m3],Salinity [PSU],Temperature1 [C],Chlorophyll [raw],Turbidity [raw],TurbidityNTU,Chlorophyll [ug/L],O2 Saturation [%],O2 Concentration [raw],Temperature2 [C],O2 Concentration [mg/L],Temperature3 [C],Depth [m],Pressure [kPa],DateTime,Latitude [N],Longitude [E],Distance [m]
November,11/29/18,10:22:12,1543522932,52.066,1022.018,33.602,25.875,72,119,0.4209,0.2904,78.509,199.391,25.843,6.380512,25.932,1.5665188,119.751,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:13,1543522933,52.098,1022.042,33.631,25.8675,71,117,0.4087,0.2783,78.168,198.536,25.84,6.353152,25.9285,1.563482525,119.7205,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:14,1543522934,52.112,1022.055,33.646,25.862,NA,NA,NA,NA,78.304,198.891,25.837,6.364512,25.925,1.56044625,119.69,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:15,1543522935,52.1055,1022.0445,33.6355,25.869,72,119,0.4209,0.2904,NA,NA,NA,NA,25.919,1.568908,119.775,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:16,1543522936,52.131,1022.06,33.655,25.868,72,123,0.4453,0.2904,77.575,197.046,25.835,6.305472,25.916,1.598623675,120.0735,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:17,1543522937,52.163,1022.074,33.675,25.872,73,120,0.427,0.3025,77.235,196.189,25.834,6.278048,25.913,1.62833935,120.372,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:18,1543522938,52.121,1022.059,33.652,25.862,76,127,0.4697,0.3388,77.455,196.756,25.831,6.296192,25.907,1.7148483,121.241,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:19,1543522939,52.217,1022.118,33.727,25.856,84,143,0.5673,0.4356,NA,NA,NA,NA,25.905,1.8986176,123.087,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:20,1543522940,52.3205,1022.175,33.802,25.8545,NA,NA,NA,NA,77.163,196.02,25.83,6.27264,25.9015,1.933261,123.435,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:21,1543522941,52.334,1022.18,33.81,25.857,NA,NA,NA,NA,77.372,196.555,25.829,6.28976,25.898,1.9679044,123.783,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:22,1543522942,52.395,1022.218,33.858,25.852,86,171,0.7381,0.4598,77.373,196.548,25.831,6.289536,25.899,2.05202415,124.628,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:23,1543522943,52.492,1022.2695,33.9275,25.854,88,184,0.8174,0.484,77.129,195.917,25.834,6.269344,25.898,2.118374225,125.2945,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:24,1543522944,52.511,1022.273,33.935,25.862,92,227,1.0797,0.5324,NA,NA,NA,NA,25.897,2.1847243,125.961,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:25,1543522945,52.555,1022.304,33.973,25.854,102,271,1.3481,0.6534,76.919,195.373,25.837,6.251936,25.898,2.33175965,127.438,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:26,1543522946,52.8145,1022.4465,34.1615,25.854,NA,NA,NA,NA,77.242,196.189,25.839,6.278048,25.901,2.4453462,128.579,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:27,1543522947,52.981,1022.538,34.283,25.854,94,194,0.8784,0.5566,77.422,196.636,25.841,6.292352,25.8965,2.49641535,129.092,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:28,1543522948,53.0685,1022.579,34.3405,25.8615,NA,NA,NA,NA,NA,NA,NA,NA,25.892,2.5474845,129.605,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:29,1543522949,53.116,1022.61,34.38,25.856,88,143,0.5673,0.484,77.795,197.561,25.848,6.321952,25.897,2.66724315,130.808,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:30,1543522950,53.1,1022.593,34.361,25.865,86,135,0.5185,0.4598,79.31,201.376,25.856,6.444032,25.9005,2.732199525,131.4605,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:31,1543522951,53.101,1022.5865,34.356,25.873,85,131,0.4941,0.4477,80.053,203.225,25.867,6.5032,25.904,2.7971559,132.113,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:32,1543522952,53.099,1022.586,34.354,25.873,NA,NA,NA,NA,80.602,204.581,25.876,6.546592,25.913,2.91213615,133.268,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:33,1543522953,53.084,1022.567,34.335,25.885,79,110,0.366,0.3751,NA,NA,NA,NA,25.913,2.9781378,133.931,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:34,1543522954,53.034,1022.5375,34.2965,25.887,76,97,0.2867,0.3388,81.653,207.216,25.885,6.630912,25.915,3.0828644,134.983,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:35,1543522955,53.031,1022.528,34.288,25.896,75,100,0.305,0.3267,82.26,208.728,25.893,6.679296,25.917,3.187591,136.035,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:36,1543522956,53.033,1022.517,34.2785,25.9105,NA,NA,NA,NA,82.757,209.966,25.899,6.718912,25.92,3.3162096,137.327,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:37,1543522957,53.035,1022.523,34.284,25.904,76,101,0.3111,0.3388,NA,NA,NA,NA,25.92,3.310883675,137.2735,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:38,1543522958,53.036,1022.511,34.274,25.918,75,100,0.305,0.3267,83.078,210.759,25.904,6.744288,25.92,3.30555775,137.22,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:39,1543522959,53.039,1022.513,34.277,25.9185,75,106,0.3416,0.3267,83.392,211.535,25.91,6.76912,25.92,3.342889,137.595,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:40,1543522960,53.052,1022.516,34.283,25.923,76,119,0.4209,0.3388,83.559,211.937,25.915,6.781984,25.919,3.57175445,139.894,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:41,1543522961,53.057,1022.5205,34.288,25.9205,86,156,0.6466,0.4598,NA,NA,NA,NA,25.9185,3.630837375,140.4875,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:42,1543522962,53.083,1022.523,34.296,25.935,82,126,0.4636,0.4114,84.36,213.952,25.919,6.846464,25.918,3.6899203,141.081,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:43,1543522963,53.083,1022.53,34.302,25.927,88,177,0.7747,0.484,84.302,213.786,25.924,6.841152,25.917,3.8209281,142.397,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:44,1543522964,53.0985,1022.5245,34.3015,25.943,87,176,0.7686,0.4719,84.683,214.733,25.929,6.871456,25.9175,3.9338178,143.531,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:45,1543522965,53.102,1022.53,34.308,25.938,93,184,0.8174,0.5445,84.927,215.334,25.934,6.890688,25.918,4.0467075,144.665,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:46,1543522966,53.1075,1022.531,34.3095,25.941,96,199,0.9089,0.5808,NA,NA,NA,NA,25.919,4.2177344,146.383,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:47,1543522967,53.103,1022.52,34.299,25.951,92,177,0.7747,0.5324,85.29,216.237,25.938,6.919584,25.917,4.2243047,146.449,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:48,1543522968,53.105,1022.533,34.311,25.938,91,184,0.8174,0.5203,85.277,216.183,25.943,6.917856,25.9175,4.2262957,146.469,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:49,1543522969,53.109,1022.523,34.3035,25.9505,88,172,0.7442,0.484,85.75,217.365,25.948,6.95568,25.918,4.2282867,146.489,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:50,1543522970,53.112,1022.525,34.305,25.951,NA,NA,NA,NA,NA,NA,NA,NA,25.916,4.2436174,146.643,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:51,1543522971,53.116,1022.525,34.307,25.952,NA,NA,NA,NA,85.715,217.26,25.952,6.95232,25.9165,4.228635125,146.4925,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:52,1543522972,53.1175,1022.525,34.307,25.954,90,168,0.7198,0.5082,85.804,217.47,25.956,6.95904,25.917,4.21365285,146.342,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:45:07,1543524307,NA,NA,NA,NA,54,129,0.4819,0.0726,101.817,238.754,30.35,7.640128,NA,NA,NA,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:08,1543524308,NA,NA,NA,NA,109,313,1.6043,0.7381,94.877,222.498,30.346,7.119936,NA,NA,NA,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:09,1543524309,NA,NA,NA,NA,104,203,0.9333,0.6776,96.18,226.235,30.17,7.23952,30.613,0.28501165,106.878,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:10,1543524310,NA,NA,NA,NA,99,223,1.0553,0.6171,NA,NA,NA,NA,30.4905,0.345886475,107.4895,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:11,1543524311,45.181,1014.857,26.024,30.47,96,253,1.2383,0.5808,94.909,224.149,29.936,7.172768,30.368,0.4067613,108.101,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:12,1543524312,NA,NA,NA,NA,97,312,1.5982,0.5929,95.043,225.272,29.729,7.208704,30.149,0.4893878,108.931,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:13,1543524313,NA,NA,NA,NA,NA,NA,NA,NA,93.768,222.982,29.54,7.135424,29.969,0.56892825,109.73,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:14,1543524314,NA,NA,NA,NA,96,307,1.5677,0.5808,NA,NA,NA,NA,29.8895,0.58644905,109.906,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:15,1543524315,NA,NA,NA,NA,100,308,1.5738,0.6292,93.598,223.249,29.366,7.143968,29.81,0.60396985,110.082,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:16,1543524316,NA,NA,NA,NA,102,320,1.647,0.6534,91.618,219.194,29.191,7.014208,29.662,0.59859415,110.028,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:17,1543524317,NA,NA,NA,NA,102,328,1.6958,0.6534,92.158,221.166,29.014,7.077312,29.594,0.648120275,110.5255,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:18,1543524318,50.615,1018.425,30.272,29.285,97,318,1.6348,0.5929,91.699,220.714,28.846,7.062848,29.526,0.6976464,111.023,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:19,1543524319,50.896,1018.6795,30.5505,29.1445,98,309,1.5799,0.605,NA,NA,NA,NA,29.407,0.83014745,112.354,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:20,1543524320,51.182,1018.937,30.832,29.005,98,319,1.6409,0.605,90.862,219.342,28.679,7.018944,29.293,0.97330035,113.792,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:21,1543524321,51.446,1019.176,31.0945,28.8755,NA,NA,NA,NA,92.113,222.984,28.52,7.135488,29.243,1.0164055,114.225,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:22,1543524322,51.507,1019.314,31.221,28.744,101,315,1.6165,0.6413,92.237,223.849,28.376,7.163168,29.193,1.05951065,114.658,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:23,1543524323,51.566,1019.412,31.316,28.661,106,354,1.8544,0.7018,NA,NA,NA,NA,29.098,1.12939475,115.36,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:24,1543524324,51.951,1019.706,31.6565,28.5435,113,413,2.2143,0.7865,91.364,222.241,28.246,7.111712,29.053,1.207790375,116.1475,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:25,1543524325,51.958,1019.827,31.756,28.401,115,399,2.1289,0.8107,91.483,223.05,28.114,7.1376,29.008,1.286186,116.935,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:26,1543524326,52.0745,1019.979,31.9105,28.2905,114,397,2.1167,0.7986,91.962,224.72,27.988,7.19104,28.916,1.3162501,117.237,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:27,1543524327,52.186,1020.117,32.052,28.194,117,401,2.1411,0.8349,91.791,224.775,27.869,7.1928,28.834,1.4384975,118.465,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:28,1543524328,52.209,1020.199,32.125,28.109,119,394,2.0984,0.8591,NA,NA,NA,NA,28.7965,1.51664425,119.25,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:29,1543524329,52.1925,1020.272,32.181,28.012,118,395,2.1045,0.847,92.162,226.163,27.75,7.237216,28.759,1.594791,120.035,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:30,1543524330,52.21,1020.351,32.249,27.929,119,381,2.0191,0.8591,92.502,227.425,27.644,7.2776,28.686,1.5975784,120.063,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:31,1543524331,52.219,1020.412,32.302,27.86,NA,NA,NA,NA,91.77,226.009,27.549,7.232288,28.654,1.67612335,120.852,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:32,1543524332,52.209,1020.478,32.3535,27.776,122,416,2.2326,0.8954,NA,NA,NA,NA,28.622,1.7546683,121.641,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:33,1543524333,52.207,1020.546,32.408,27.694,122,375,1.9825,0.8954,92.117,227.247,27.454,7.271904,28.562,1.8339101,122.437,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:34,1543524334,52.2315,1020.622,32.4775,27.6185,122,334,1.7324,0.8954,92.192,227.771,27.371,7.288672,28.506,1.93574975,123.46,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:35,1543524335,52.259,1020.692,32.542,27.553,122,316,1.6226,0.8954,93.008,230.116,27.29,7.363712,28.4795,1.990054275,124.0055,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:36,1543524336,52.259,1020.735,32.578,27.501,NA,NA,NA,NA,NA,NA,NA,NA,28.453,2.0443588,124.551,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:37,1543524337,52.2615,1020.7895,32.6235,27.4385,123,306,1.5616,0.9075,92.411,228.948,27.215,7.326336,28.397,2.0835815,124.945,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:38,1543524338,52.294,1020.865,32.695,27.37,NA,NA,NA,NA,92.31,228.977,27.147,7.327264,28.3695,2.17088685,125.822,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:39,1543524339,52.331,1020.9305,32.7585,27.3155,111,233,1.1163,0.7623,92.467,229.641,27.08,7.348512,28.342,2.2581922,126.699,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:40,1543524340,52.326,1020.972,32.792,27.263,110,215,1.0065,0.7502,92.284,229.452,27.015,7.342464,28.286,2.34012185,127.522,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:41,1543524341,52.316,1020.993,32.806,27.232,109,208,0.9638,0.7381,NA,NA,NA,NA,28.232,2.40582485,128.182,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:42,1543524342,52.3855,1021.0825,32.8995,27.169,NA,NA,NA,NA,91.929,228.817,26.955,7.322144,28.206,2.437730625,128.5025,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:43,1543524343,52.575,1021.223,33.066,27.123,114,227,1.0797,0.7986,91.354,227.626,26.897,7.284032,28.18,2.4696364,128.823,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:44,1543524344,52.651,1021.3015,33.152,27.078,127,280,1.403,0.9559,91.775,228.916,26.838,7.325312,28.132,2.6571886,130.707,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:45,1543524345,52.942,1021.494,33.389,27.034,129,320,1.647,0.9801,NA,NA,NA,NA,28.112,2.714081425,131.2785,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:46,1543524346,53.124,1021.615,33.538,27.006,126,360,1.891,0.9438,91.593,228.671,26.787,7.317472,28.092,2.77097425,131.85,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:47,1543524347,53.1765,1021.6865,33.612,26.956,126,356,1.8666,0.9438,91.953,229.752,26.743,7.352064,28.049,2.896905,133.115,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:48,1543524348,53.211,1021.726,33.654,26.932,126,393,2.0923,0.9438,91.263,228.183,26.705,7.301856,28.024,2.9795315,133.945,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:49,1543524349,53.212,1021.763,33.685,26.89,121,518,2.8548,0.8833,91.638,229.265,26.671,7.33648,28.0115,3.062705525,134.7805,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:50,1543524350,53.213,1021.785,33.7035,26.8645,125,461,2.5071,0.9317,NA,NA,NA,NA,27.999,3.14587955,135.616,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:51,1543524351,53.222,1021.807,33.725,26.844,113,636,3.5746,0.7865,91.961,230.2,26.64,7.3664,27.97,3.15185255,135.676,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:52,1543524352,53.2515,1021.847,33.766,26.817,NA,NA,NA,NA,92.092,230.647,26.612,7.380704,27.9565,3.25618095,136.724,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:53,1543524353,53.255,1021.875,33.791,26.786,111,693,3.9223,0.7623,91.711,229.799,26.586,7.353568,27.943,3.36050935,137.772,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:54,1543524354,53.275,1021.895,33.813,26.776,113,702,3.9772,0.7865,NA,NA,NA,NA,27.921,3.38499865,138.018,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:55,1543524355,53.2905,1021.93,33.8465,26.745,114,773,4.4103,0.7986,90.901,227.869,26.562,7.291808,27.889,3.5734468,139.911,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:56,1543524356,53.291,1021.948,33.861,26.725,116,763,4.3493,0.8228,90.172,226.13,26.54,7.23616,27.8765,3.593705225,140.1145,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:57,1543524357,53.301,1021.959,33.873,26.718,NA,NA,NA,NA,89.16,223.682,26.518,7.157824,27.864,3.61396365,140.318,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:58,1543524358,53.2985,1021.978,33.889,26.6945,125,748,4.2578,0.9317,NA,NA,NA,NA,27.84,3.6970879,141.153,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:45:59,1543524359,53.284,1021.985,33.891,26.678,NA,NA,NA,NA,89.103,223.611,26.5,7.155552,27.816,3.816747,142.355,11/29/18 20:45,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:00,1543524360,53.288,1022.005,33.909,26.657,128,636,3.5746,0.968,88.607,222.435,26.483,7.11792,27.805,3.844571225,142.6345,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:01,1543524361,53.277,1022.009,33.91,26.6455,NA,NA,NA,NA,89.114,223.777,26.466,7.160864,27.794,3.87239545,142.914,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:02,1543524362,53.273,1022.026,33.923,26.623,122,617,3.4587,0.8954,NA,NA,NA,NA,27.769,3.9356097,143.549,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:03,1543524363,53.27,1022.019,33.917,26.629,119,657,3.7027,0.8591,89.211,224.077,26.452,7.170464,27.759,3.965424925,143.8485,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:04,1543524364,53.2665,1022.037,33.9305,26.6065,121,660,3.721,0.8833,89.614,225.149,26.437,7.204768,27.749,3.99524015,144.148,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:05,1543524365,53.268,1022.052,33.943,26.59,121,702,3.9772,0.8833,90.075,226.36,26.424,7.24352,27.725,3.997928,144.175,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:06,1543524366,53.268,1022.0595,33.95,26.5815,125,595,3.3245,0.9317,89.686,225.429,26.413,7.213728,27.703,3.9869775,144.065,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:07,1543524367,53.27,1022.077,33.965,26.563,NA,NA,NA,NA,NA,NA,NA,NA,27.692,3.988819175,144.0835,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:08,1543524368,53.275,1022.09,33.977,26.552,127,604,3.3794,0.9559,89.87,225.944,26.4,7.230208,27.681,3.99066085,144.102,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:09,1543524369,53.281,1022.1075,33.994,26.5345,127,613,3.4343,0.9559,89.511,225.088,26.388,7.202816,27.659,3.98130315,144.008,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:10,1543524370,53.284,1022.121,34.006,26.521,NA,NA,NA,NA,89.816,225.892,26.379,7.228544,27.651,3.980556525,144.0005,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:11,1543524371,53.2845,1022.1295,34.0135,26.511,130,562,3.1232,0.9922,NA,NA,NA,NA,27.643,3.9798099,143.993,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:12,1543524372,53.28,1022.142,34.023,26.495,126,574,3.1964,0.9438,90.158,226.786,26.371,7.257152,27.624,4.03008265,144.498,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,10:46:13,1543524373,53.288,1022.146,34.028,26.495,125,619,3.4709,0.9317,90.215,226.96,26.364,7.26272,27.607,4.01057085,144.302,11/29/18 20:46,21.28770553,-157.8407364,3026.64877
November,11/29/18,11:08:29,1543525709,NA,NA,NA,NA,48,234,1.1224,0,NA,NA,NA,NA,NA,NA,NA,11/29/18 21:08,21.28844459,-157.8372031,2651.457204
November,11/29/18,11:08:30,1543525710,NA,NA,NA,NA,NA,NA,NA,NA,99.361,237.89,29.15,7.61248,NA,NA,NA,11/29/18 21:08,21.28844459,-157.8372031,2651.457204
