Cruise,Day,Time,TimeStamp,Conductivity,Density [kg/m3],Salinity [PSU],Temperature1 [C],Chlorophyll [raw],Turbidity [raw],TurbidityNTU,Chlorophyll [ug/L],O2 Saturation [%],O2 Concentration [raw],Temperature2 [C],O2 Concentration [mg/L],Temperature3 [C],Depth [m],Pressure [kPa],DateTime,Latitude [N],Longitude [E],Distance [m]
November,11/29/18,10:03:52,1543521832,52.243,1022.156,33.7665,25.8275,75,153,0.6283,0.3267,78.567,199.503,25.853,6.384096,26.056,1.92798485,123.382,11/29/18 20:03,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:03:53,1543521833,52.252,1022.171,33.781,25.815,76,160,0.671,0.3388,78.22,198.648,25.845,6.356736,26.045,2.00344375,124.14,11/29/18 20:03,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:03:54,1543521834,52.2495,1022.1655,33.7755,25.8205,79,167,0.7137,0.3751,78.256,198.758,25.84,6.360256,26.043,2.0234533,124.341,11/29/18 20:03,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:03:55,1543521835,52.435,1022.271,33.913,25.817,88,182,0.8052,0.484,NA,NA,NA,NA,26.041,2.04346285,124.542,11/29/18 20:03,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:03:56,1543521836,52.339,1022.214,33.84,25.822,86,181,0.7991,0.4598,78.099,198.373,25.836,6.347936,26.039,2.1572485,125.685,11/29/18 20:03,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:03:57,1543521837,52.546,1022.338,33.9995,25.8095,NA,NA,NA,NA,78.291,198.858,25.837,6.363456,26.036,2.24435475,126.56,11/29/18 20:03,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:03:58,1543521838,52.799,1022.465,34.174,25.823,NA,NA,NA,NA,79.057,200.779,25.844,6.424928,26.0355,2.275165475,126.8695,11/29/18 20:03,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:03:59,1543521839,52.84,1022.498,34.213,25.81,NA,NA,NA,NA,NA,NA,NA,NA,26.035,2.3059762,127.179,11/29/18 20:03,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:00,1543521840,52.8135,1022.478,34.1885,25.817,NA,NA,NA,NA,78.81,200.124,25.851,6.403968,26.038,2.3529638,127.651,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:01,1543521841,52.735,1022.427,34.124,25.827,87,202,0.9272,0.4719,79.554,201.991,25.858,6.463712,26.037,2.354009075,127.6615,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:02,1543521842,52.758,1022.44,34.142,25.825,NA,NA,NA,NA,79.425,201.64,25.864,6.45248,26.036,2.35505435,127.672,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:03,1543521843,52.682,1022.3925,34.0815,25.833,86,188,0.8418,0.4598,NA,NA,NA,NA,26.039,2.3690909,127.813,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:04,1543521844,52.66,1022.374,34.06,25.839,84,198,0.9028,0.4356,79.752,202.448,25.87,6.478336,26.04,2.4214542,128.339,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:05,1543521845,52.658,1022.377,34.062,25.835,84,181,0.7991,0.4356,79.815,202.588,25.875,6.482816,26.038,2.4511201,128.637,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:06,1543521846,52.6935,1022.388,34.0805,25.845,86,179,0.7869,0.4598,79.617,202.063,25.881,6.466016,26.036,2.480786,128.935,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:07,1543521847,52.716,1022.401,34.097,25.844,84,164,0.6954,0.4356,NA,NA,NA,NA,26.029,2.49223425,129.05,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:08,1543521848,52.744,1022.4095,34.112,25.8525,85,167,0.7137,0.4477,79.911,202.783,25.888,6.489056,26.03,2.52647945,129.394,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:09,1543521849,52.74,1022.403,34.105,25.857,86,175,0.7625,0.4598,80.905,205.276,25.896,6.568832,26.031,2.56072465,129.738,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:10,1543521850,52.72,1022.392,34.09,25.857,86,176,0.7686,0.4598,81.328,206.321,25.904,6.602272,26.032,2.5486791,129.617,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:11,1543521851,52.7765,1022.415,34.1255,25.866,83,176,0.7686,0.4235,81.467,206.645,25.911,6.61264,26.032,2.55694175,129.7,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:12,1543521852,52.804,1022.431,34.146,25.865,NA,NA,NA,NA,NA,NA,NA,NA,26.031,2.561769925,129.7485,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:13,1543521853,52.8705,1022.461,34.189,25.872,82,171,0.7381,0.4114,81.502,206.715,25.916,6.61488,26.03,2.5665981,129.797,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:14,1543521854,52.907,1022.477,34.212,25.877,NA,NA,NA,NA,81.608,206.961,25.922,6.622752,26.022,2.65191245,130.654,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:15,1543521855,52.932,1022.483,34.223,25.886,NA,NA,NA,NA,81.709,207.197,25.928,6.630304,26.0215,2.6595778,130.731,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:16,1543521856,52.9775,1022.5095,34.258,25.884,82,146,0.5856,0.4114,NA,NA,NA,NA,26.021,2.66724315,130.808,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:17,1543521857,53.003,1022.517,34.271,25.891,NA,NA,NA,NA,82.013,207.943,25.934,6.654176,26.024,2.78610585,132.002,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:18,1543521858,53.002,1022.512,34.267,25.896,79,140,0.549,0.3751,82.189,208.363,25.941,6.667616,26.02,2.76599675,131.8,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:19,1543521859,53.0555,1022.534,34.299,25.905,79,127,0.4697,0.3751,83.589,211.883,25.948,6.780256,26.0215,2.84583585,132.602,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:20,1543521860,53.004,1022.505,34.261,25.906,80,126,0.4636,0.3872,NA,NA,NA,NA,26.023,2.92567495,133.404,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:21,1543521861,53.0645,1022.5305,34.298,25.914,78,132,0.5002,0.363,83.459,211.529,25.955,6.768928,26.023,3.00929695,134.244,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:22,1543521862,53.107,1022.542,34.319,25.928,76,127,0.4697,0.3388,84.141,213.232,25.962,6.823424,26.024,3.10645775,135.22,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:23,1543521863,53.084,1022.529,34.302,25.928,NA,NA,NA,NA,84.279,213.564,25.966,6.834048,26.025,3.20361855,136.196,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:24,1543521864,53.0965,1022.535,34.31,25.93,76,127,0.4697,0.3388,84.887,215.088,25.971,6.882816,26.024,3.19625185,136.122,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:25,1543521865,53.102,1022.532,34.309,25.936,77,126,0.4636,0.3509,NA,NA,NA,NA,26.018,3.2604616,136.767,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:26,1543521866,53.117,1022.536,34.316,25.941,77,152,0.6222,0.3509,85.786,217.348,25.975,6.955136,26.018,3.32765785,137.442,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:27,1543521867,53.116,1022.53,34.311,25.948,78,124,0.4514,0.363,85.329,216.178,25.978,6.917696,26.018,3.3948541,138.117,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:28,1543521868,53.121,1022.532,34.314,25.948,72,115,0.3965,0.2904,85.621,216.904,25.982,6.940928,26.015,3.4609553,138.781,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:29,1543521869,53.115,1022.5245,34.306,25.9535,75,120,0.427,0.3267,NA,NA,NA,NA,26.0135,3.497739025,139.1505,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:30,1543521870,53.114,1022.52,34.302,25.957,NA,NA,NA,NA,85.501,216.589,25.984,6.930848,26.012,3.53452275,139.52,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:31,1543521871,53.11,1022.504,34.287,25.9735,72,116,0.4026,0.2904,85.692,217.066,25.986,6.946112,26.01,3.6062983,140.241,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:32,1543521872,53.105,1022.499,34.282,25.977,70,101,0.3111,0.2662,86.181,218.301,25.987,6.985632,26.008,3.77165085,141.902,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:33,1543521873,53.107,1022.497,34.28,25.98,69,119,0.4209,0.2541,NA,NA,NA,NA,26.0055,3.82142585,142.402,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:34,1543521874,53.1035,1022.498,34.2805,25.9755,69,104,0.3294,0.2541,85.799,217.327,25.988,6.954464,26.003,3.87120085,142.902,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:35,1543521875,53.103,1022.482,34.266,25.994,69,99,0.2989,0.2541,85.951,217.713,25.989,6.966816,26.002,3.8436255,142.625,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:36,1543521876,53.106,1022.488,34.2725,25.9895,70,118,0.4148,0.2662,86.808,219.882,25.989,7.036224,25.994,4.043721,144.635,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:37,1543521877,53.107,1022.487,34.272,25.991,70,100,0.305,0.2662,86.476,219.042,25.989,7.009344,25.9945,4.08264505,145.026,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:38,1543521878,53.108,1022.487,34.273,25.991,70,110,0.366,0.2662,NA,NA,NA,NA,25.995,4.1215691,145.417,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:39,1543521879,53.109,1022.487,34.273,25.9915,72,104,0.3294,0.2904,86.93,220.187,25.99,7.045984,25.987,4.22440425,146.45,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:40,1543521880,53.108,1022.482,34.268,25.998,70,110,0.366,0.2662,87.093,220.599,25.99,7.059168,25.9865,4.2338615,146.545,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:41,1543521881,53.111,1022.49,34.276,25.989,71,113,0.3843,0.2783,87.575,221.816,25.991,7.098112,25.986,4.24331875,146.64,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:42,1543521882,53.1115,1022.481,34.268,26,71,108,0.3538,0.2783,NA,NA,NA,NA,25.984,4.25486655,146.756,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:43,1543521883,53.112,1022.477,34.264,26.006,72,106,0.3416,0.2904,87.604,221.888,25.992,7.100416,25.981,4.28055045,147.014,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:44,1543521884,53.1115,1022.482,34.269,25.999,73,116,0.4026,0.3025,87.559,221.769,25.992,7.096608,25.9805,4.311361175,147.3235,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:45,1543521885,53.112,1022.481,34.268,26.001,71,100,0.305,0.2783,87.395,221.351,25.993,7.083232,25.98,4.3421719,147.633,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:46,1543521886,53.112,1022.478,34.266,26.004,NA,NA,NA,NA,87.327,221.18,25.993,7.07776,25.972,4.39941315,148.208,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:47,1543521887,53.115,1022.4795,34.2675,26.0045,72,103,0.3233,0.2904,NA,NA,NA,NA,25.9745,4.394883625,148.1625,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:48,1543521888,53.117,1022.478,34.267,26.007,73,107,0.3477,0.3025,87.607,221.885,25.994,7.10032,25.977,4.3903541,148.117,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:49,1543521889,53.113,1022.4765,34.2645,26.0065,NA,NA,NA,NA,87.649,221.988,25.995,7.103616,25.966,4.41653575,148.38,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:50,1543521890,53.113,1022.476,34.264,26.007,NA,NA,NA,NA,87.48,221.556,25.996,7.089792,25.969,4.40618255,148.276,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:51,1543521891,53.113,1022.483,34.27,25.999,71,101,0.3111,0.2783,NA,NA,NA,NA,25.9685,4.42748625,148.49,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:52,1543521892,53.112,1022.473,34.2615,26.0095,73,105,0.3355,0.3025,87.121,220.642,25.997,7.060544,25.968,4.44878995,148.704,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:53,1543521893,53.114,1022.475,34.264,26.009,77,124,0.4514,0.3509,87.359,221.243,25.997,7.079776,25.964,4.563372,149.855,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:54,1543521894,53.115,1022.477,34.2655,26.0075,NA,NA,NA,NA,87.907,222.632,25.997,7.124224,25.9625,4.611305325,150.3365,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:55,1543521895,53.117,1022.477,34.266,26.009,77,117,0.4087,0.3509,NA,NA,NA,NA,25.961,4.65923865,150.818,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:56,1543521896,53.119,1022.486,34.275,25.999,79,130,0.488,0.3751,87.417,221.392,25.997,7.084544,25.96,4.66700355,150.896,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:57,1543521897,53.123,1022.472,34.263,26.019,NA,NA,NA,NA,87.717,222.151,25.997,7.108832,25.959,4.79721495,152.204,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:58,1543521898,53.124,1022.482,34.272,26.007,94,173,0.7503,0.5566,NA,NA,NA,NA,25.958,4.853012725,152.7645,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:04:59,1543521899,53.1415,1022.4895,34.283,26.0095,NA,NA,NA,NA,87.355,221.24,25.996,7.07968,25.957,4.9088105,153.325,11/29/18 20:04,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:00,1543521900,53.154,1022.492,34.289,26.014,104,195,0.8845,0.6776,87.697,222.11,25.995,7.10752,25.954,5.0266777,154.509,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:01,1543521901,53.147,1022.5,34.294,26.001,NA,NA,NA,NA,87.32,221.156,25.995,7.076992,25.953,5.045741525,154.7005,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:02,1543521902,53.1495,1022.4965,34.2915,26.0065,NA,NA,NA,NA,NA,NA,NA,NA,25.952,5.06480535,154.892,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:03,1543521903,53.154,1022.502,34.297,26.002,109,205,0.9455,0.7381,87.483,221.565,25.995,7.09008,25.955,5.1220466,155.467,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:04,1543521904,53.15,1022.497,34.292,26.006,NA,NA,NA,NA,87.176,220.785,25.996,7.06512,25.95,5.1073132,155.319,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:05,1543521905,53.1485,1022.496,34.2905,26.0065,102,196,0.8906,0.6534,86.954,220.218,25.997,7.046976,25.949,5.125978825,155.5065,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:06,1543521906,53.152,1022.5,34.295,26.004,110,207,0.9577,0.7502,86.879,220.027,25.997,7.040864,25.948,5.14464445,155.694,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:07,1543521907,53.159,1022.495,34.292,26.014,118,234,1.1224,0.847,NA,NA,NA,NA,25.948,5.2434976,156.687,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:08,1543521908,53.1625,1022.503,34.3,26.0075,116,234,1.1224,0.8228,87.247,220.956,25.998,7.070592,25.9475,5.263357825,156.8865,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:09,1543521909,53.165,1022.502,34.299,26.01,125,282,1.4152,0.9317,86.221,218.357,25.999,6.987424,25.947,5.28321805,157.086,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:10,1543521910,53.1645,1022.5035,34.301,26.008,NA,NA,NA,NA,86.956,220.222,25.998,7.047104,25.944,5.4901825,159.165,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:11,1543521911,53.165,1022.5,34.298,26.012,122,272,1.3542,0.8954,NA,NA,NA,NA,25.944,5.59779605,160.246,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:12,1543521912,53.166,1022.498,34.297,26.015,NA,NA,NA,NA,85.926,217.61,25.998,6.96352,25.943,5.674200675,161.0135,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:13,1543521913,53.165,1022.5075,34.304,26.004,126,279,1.3969,0.9438,85.682,216.993,25.998,6.943776,25.942,5.7506053,161.781,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:14,1543521914,53.166,1022.508,34.305,26.004,NA,NA,NA,NA,86.034,217.887,25.998,6.972384,25.94,5.81372,162.415,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:15,1543521915,53.165,1022.506,34.303,26.006,126,312,1.5982,0.9438,NA,NA,NA,NA,25.942,5.95975985,163.882,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:16,1543521916,53.166,1022.505,34.303,26.007,NA,NA,NA,NA,85.64,216.889,25.997,6.940448,25.9395,6.01072945,164.394,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:17,1543521917,53.166,1022.506,34.304,26.006,NA,NA,NA,NA,85.779,217.244,25.997,6.951808,25.937,6.06169905,164.906,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:18,1543521918,53.1655,1022.5055,34.3025,26.0065,123,290,1.464,0.9075,84.98,215.221,25.997,6.887072,25.938,6.1121709,165.413,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:19,1543521919,53.167,1022.509,34.306,26.004,124,300,1.525,0.9196,85.111,215.553,25.996,6.897696,25.9355,6.13835255,165.676,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:20,1543521920,53.166,1022.511,34.307,26.001,123,280,1.403,0.9075,NA,NA,NA,NA,25.933,6.1645342,165.939,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:21,1543521921,53.168,1022.507,34.3045,26.006,NA,NA,NA,NA,84.855,214.905,25.997,6.87696,25.931,6.1304881,165.597,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:22,1543521922,53.165,1022.504,34.302,26.007,122,281,1.4091,0.8954,84.703,214.52,25.996,6.86464,25.932,6.19867985,166.282,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:23,1543521923,53.165,1022.503,34.3005,26.0085,NA,NA,NA,NA,84.862,214.923,25.996,6.877536,25.9315,6.2236669,166.533,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:24,1543521924,53.162,1022.504,34.301,26.006,130,289,1.4579,0.9922,NA,NA,NA,NA,25.931,6.24865395,166.784,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:25,1543521925,53.165,1022.507,34.304,26.004,123,278,1.3908,0.9075,84.491,213.981,25.997,6.847392,25.926,6.3285926,167.587,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:26,1543521926,53.165,1022.5015,34.2995,26.0105,124,301,1.5311,0.9196,84.918,215.062,25.997,6.881984,25.926,6.313311675,167.4335,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:27,1543521927,53.165,1022.507,34.304,26.004,122,296,1.5006,0.8954,84.276,213.436,25.997,6.829952,25.926,6.29803075,167.28,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:28,1543521928,53.165,1022.508,34.3045,26.003,121,277,1.3847,0.8833,NA,NA,NA,NA,25.926,6.3783676,168.087,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:29,1543521929,53.165,1022.506,34.303,26.006,122,278,1.3908,0.8954,84.424,213.809,25.997,6.841888,25.925,6.39399695,168.244,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:30,1543521930,53.164,1022.504,34.301,26.007,123,276,1.3786,0.9075,84.104,213,25.997,6.816,25.925,6.464777,168.955,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:31,1543521931,53.1655,1022.508,34.305,26.003,121,283,1.4213,0.8833,84.174,213.18,25.997,6.82176,25.925,6.53555705,169.666,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:32,1543521932,53.166,1022.511,34.307,26.001,NA,NA,NA,NA,83.662,211.883,25.997,6.780256,25.922,6.54272465,169.738,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:33,1543521933,53.1665,1022.508,34.3055,26.004,122,277,1.3847,0.8954,NA,NA,NA,NA,25.923,6.550937525,169.8205,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:34,1543521934,53.167,1022.507,34.305,26.006,121,272,1.3542,0.8833,83.987,212.705,25.997,6.80656,25.924,6.5591504,169.903,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:35,1543521935,53.165,1022.506,34.303,26.006,119,282,1.4152,0.8591,84.147,213.108,25.998,6.819456,25.92,6.5030042,169.339,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:36,1543521936,53.1655,1022.5095,34.3065,26.002,120,274,1.3664,0.8712,83.552,211.6,25.998,6.7712,25.92,6.5593495,169.905,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:37,1543521937,53.167,1022.504,34.302,26.009,121,269,1.3359,0.8833,NA,NA,NA,NA,25.9185,6.535308175,169.6635,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:38,1543521938,53.166,1022.506,34.304,26.006,119,281,1.4091,0.8591,83.639,211.818,25.998,6.778176,25.917,6.51126685,169.422,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:39,1543521939,53.165,1022.508,34.3045,26.003,120,288,1.4518,0.8712,83.179,210.653,25.998,6.740896,25.917,6.63231965,170.638,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:40,1543521940,53.166,1022.502,34.3,26.01,120,278,1.3908,0.8712,83.281,210.913,25.998,6.749216,25.9165,6.644912725,170.7645,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:41,1543521941,53.1655,1022.509,34.3055,26.002,120,284,1.4274,0.8712,83.287,210.931,25.997,6.749792,25.916,6.6575058,170.891,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:05:42,1543521942,53.167,1022.507,34.305,26.006,NA,NA,NA,NA,NA,NA,NA,NA,25.916,6.7584495,171.905,11/29/18 20:05,21.28505162,-157.8447563,3510.475195
November,11/29/18,10:21:57,1543522917,48.91,1020.293,31.318,25.888,NA,NA,NA,NA,82.012,208.231,25.858,6.663392,25.951,0.4007883,108.041,11/29/18 20:21,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:21:58,1543522918,48.993,1020.344,31.383,25.88,92,141,0.5551,0.5324,NA,NA,NA,NA,25.94,0.51397665,109.178,11/29/18 20:21,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:21:59,1543522919,49.235,1020.479,31.56,25.875,NA,NA,NA,NA,80.253,203.833,25.84,6.522656,25.9355,0.532343625,109.3625,11/29/18 20:21,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:00,1543522920,49.8025,1020.798,31.978,25.8605,89,141,0.5551,0.4961,79.867,202.897,25.828,6.492704,25.931,0.5507106,109.547,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:01,1543522921,51.18,1021.561,32.983,25.844,NA,NA,NA,NA,80.124,203.558,25.825,6.513856,25.933,0.68082245,110.854,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:02,1543522922,51.545,1021.7545,33.243,25.8505,88,136,0.5246,0.484,NA,NA,NA,NA,25.938,0.720094925,111.2485,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:03,1543522923,51.686,1021.834,33.347,25.848,NA,NA,NA,NA,80.27,203.905,25.832,6.52496,25.943,0.7593674,111.643,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:04,1543522924,51.828,1021.913,33.451,25.846,89,158,0.6588,0.4961,80.377,204.158,25.837,6.533056,25.947,0.91755235,113.232,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:05,1543522925,51.965,1021.9855,33.548,25.849,NA,NA,NA,NA,79.934,203.012,25.842,6.496384,25.958,1.0837013,114.901,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:06,1543522926,51.924,1021.967,33.522,25.844,87,173,0.7503,0.4719,NA,NA,NA,NA,25.9575,1.11306855,115.196,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:07,1543522927,51.934,1021.953,33.513,25.867,87,170,0.732,0.4719,79.681,202.349,25.848,6.475168,25.957,1.1424358,115.491,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:08,1543522928,51.888,1021.927,33.479,25.868,75,142,0.5612,0.3267,79.42,201.679,25.85,6.453728,25.962,1.30719105,117.146,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:09,1543522929,51.964,1021.971,33.536,25.865,74,127,0.4697,0.3146,79.138,200.965,25.85,6.43088,25.958,1.356518075,117.6415,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:10,1543522930,52.0535,1022.0165,33.5975,25.869,70,124,0.4514,0.2662,78.513,199.383,25.848,6.380256,25.954,1.4058451,118.137,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
November,11/29/18,10:22:11,1543522931,52.067,1022.02,33.605,25.873,72,116,0.4026,0.2904,NA,NA,NA,NA,25.943,1.55765885,119.662,11/29/18 20:22,21.28649616,-157.8437559,3362.095998
